Order Number,Definition,Part_of_Speech,Correct_Character,Correct_Pinyin,Frequency,Usage,Choice_A_Char,Choice_A_Pinyin,Choice_B_Char,Choice_B_Pinyin,Choice_C_Char,Choice_C_Pinyin,Choice_D_Char,Choice_D_Pinyin,Choice_E_Char,Choice_E_Pinyin,Correct_Choice
105,"Words, speech, or something that is said; can also mean language or dialect. Often used to refer to spoken statements, conversations, or what someone says.",noun,话,hua4,126,"Common in phrases like 说话 (to speak), 电话 (telephone), 中国话 (Chinese language)",话,hua4,跄,qiang1,吃,chi1,唾,tuo4,搭,da1,A
106,"Means 'present', 'current', or 'now'; also means 'to appear' or 'to show'. Most commonly used to indicate the present time or current state of something.",adjective/verb,现,xian4,123,"Frequently seen in words like 现在 (xiànzài - now), 现代 (xiàndài - modern), and 出现 (chūxiàn - to appear)",邀,yao1,姜,jiang1,检,jian3,次,ci4,现,xian4,E
107,A measure word for rooms or small buildings; also means 'between' or 'among' (when pronounced jiàn).,measure word/noun,间,jian1,123,"Used in phrases like 房间 (room), 卫生间 (bathroom), or 时间 (time)",雕,diao1,间,jian1,愚,yu2,同,tong2,灭,mie4,B
108,"Sound, tone, or voice. Refers to any audible noise or musical note.",noun,音,yin1,123,"Common in words like 声音 (sound/voice), 音乐 (music), and 发音 (pronunciation)",祸,huo4,音,yin1,火,huo3,映,ying4,龟,gui1,B
109,"Home, house, or family. Also used as a suffix to indicate a specialist or expert in a field.",noun/suffix,家,jia1,120,"Common in words like 家人 (family members), 回家 (go home), 作家 (writer), 科学家 (scientist)",淡,dan4,相,xiang1,耷,da1,家,jia1,上,shang4,D
110,"The number two, specifically used when counting with measure words (classifiers). It means 'two of something' or 'both' when referring to a pair.",number,两,liang3,119,"Used in phrases like 两个人 (two people), 两天 (two days). Note: 二 (èr) is used for counting or in numbers, while 两 is used before measure words.",办,ban4,盒,he2,两,liang3,过,guo4,虚,xu1,C
111,"Question word meaning 'how many' or 'how much', used to ask about quantity (typically for numbers under 10). Also means 'several' or 'a few' in statements.",question word/determiner,几,ji3,119,Common in questions like 几个 (how many) or 几点 (what time),绵,mian2,几,ji3,起,qi3,跤,jiao1,清,qing1,B
112,"Question word meaning 'how' or 'why', used to ask about the manner, method, or reason for something.",adverb,怎,zen3,119,"Most commonly appears in 怎么 (zěnme, how/why) and 怎样 (zěnyàng, how/in what way)",怎,zen3,获,huo4,天,tian1,放,fang4,闹,nao4,A
113,"Side, edge, or border of something; also used to mean 'while' when repeated (边...边...) to indicate doing two actions simultaneously.",noun/adverb,边,bian1,119,"Common in words like 旁边 (beside), 这边 (this side), and patterns like 边吃边看 (eating while watching)",边,bian1,跪,gui4,厉,li4,敏,min3,鳞,lin2,A
114,To give; also used as a preposition meaning 'to' or 'for' to indicate the recipient of an action.,verb/preposition,给,gei3,118,Common in phrases like 给你 (give you) or 我给他打电话 (I call him/make a call to him),供,gong1,音,yin1,给,gei3,颗,ke1,帚,zhou3,C
115,"To laugh or smile; to express amusement, happiness, or joy through facial expressions or sounds.",verb,笑,xiao4,116,Common in everyday expressions like 笑一笑 (smile a bit) or 大笑 (laugh loudly),笑,xiao4,冷,leng3,凌,ling2,仅,jin3,门,men2,A
116,"To do or to make; a general action verb used for performing activities, creating things, or working as something.",verb,做,zuo4,115,"Common in phrases like 做饭 (to cook), 做作业 (to do homework), 做医生 (to work as a doctor)",完,wan2,勾,gou1,冻,dong4,做,zuo4,黑,hei1,D
117,"A preposition meaning 'with' or 'and', used to indicate accompaniment or connection between people or things. Also means 'to follow' when used as a verb.",preposition/verb,跟,gen1,115,Common in phrases like 我跟你 (I and you / with you) or 跟着 (to follow along),跟,gen1,红,hong2,嘲,chao2,才,cai2,叽,ji1,A
118,Mouth; also used as a measure word for people in a family or things with openings.,noun/measure word,口,kou3,113,"Common in words like 人口 (population), 门口 (doorway), and counting family members like 三口人 (family of three)",填,tian2,口,kou3,嗦,suo,喊,han3,飞,fei1,B
119,"A preposition used to make comparisons between two things, meaning 'compared to' or 'than'. It introduces the standard of comparison in comparative sentences.",preposition,比,bi3,113,"Used in the pattern A + 比 + B + adjective, like 我比他高 (I am taller than him)",孤,gu1,比,bi3,宠,chong3,脑,nao3,微,wei1,B
120,"A measure word used for flat objects like paper, tables, beds, and faces; also a common Chinese surname.",measure word / noun,张,zhang1,111,"Used in phrases like 一张纸 (a sheet of paper), 一张桌子 (a table), 张先生 (Mr. Zhang)",腿,tui3,帷,wei2,低,di1,忡,chong1,张,zhang1,E
121,"To grow or to increase in size, age, or development; can also mean an elder or leader.",verb/noun,长,zhang3,111,"Common in words like 长大 (to grow up), 成长 (to mature), 校长 (school principal)",命,ming4,相,xiang1,憔,qiao2,愁,chou2,长,zhang3,E
122,To live or reside in a place; also used as a verb complement meaning 'firmly' or 'to a halt' to indicate stopping or holding steady.,verb,住,zhu4,110,"Common in 住在 (to live in), 站住 (stop/halt), 记住 (to remember firmly)",全,quan2,捕,bu3,住,zhu4,波,bo1,挑,tiao1,C
123,To return or go back to a place; to reply or answer. Also used as a measure word for counting occurrences or times of actions.,verb/measure word,回,hui2,109,"Common in phrases like 回家 (go home), 回答 (answer), and 一回 (one time)",效,xiao4,题,ti2,盯,ding1,昨,zuo2,回,hui2,E
124,Fast or quick; also means 'soon' or 'almost' when referring to time.,adjective/adverb,快,kuai4,109,"Used as an adjective (快车 fast train) or adverb (快来 come quickly, 快要下雨了 it's about to rain)",泥,ni2,快,kuai4,棱,leng2,冲,chong1,精,jing1,B
125,"Eyeball or pupil of the eye. This character is rarely used alone and almost always appears in the compound word 眼睛 (yǎnjing), meaning 'eye'.",noun,睛,jing1,109,"Most commonly seen in 眼睛 (eye), as in 她的眼睛很大 (her eyes are big)",汹,xiong1,睛,jing1,爪,zhao3,够,gou4,瞪,deng4,B
126,Door or gate; an entrance or opening that can be opened and closed. Also used to refer to a field of study or category (like 'department').,noun,门,men2,107,"Common in words like 开门 (open the door), 大门 (main gate), 专门 (specialized)",滞,zhi4,睁,zheng1,注,zhu4,门,men2,稀,xi1,D
127,To move or to act; indicates physical movement or taking action.,verb,动,dong4,106,"Common in words like 运动 (yùndòng - sports/exercise), 动作 (dòngzuò - movement/action), and 感动 (gǎndòng - to move emotionally)",动,dong4,林,lin2,爽,shuang3,秒,miao3,耷,da1,A
128,"A point, dot, or spot; also used as a measure word for time (o'clock) and to mean 'a little bit'",noun/measure word,点,dian3,105,"Common in expressions like 三点 (3 o'clock), 一点 (a little), and 点菜 (order food)",瘸,que2,花,hua1,禁,jin4,蓬,peng2,点,dian3,E
129,"To tell, inform, or notify someone about something; also means to accuse or report (to authorities).",verb,告,gao4,104,"Common in words like 告诉 (gàosu - to tell), 报告 (bàogào - report), and 广告 (guǎnggào - advertisement)",告,gao4,珀,po4,祟,sui4,猫,mao1,贺,he4,A
130,The number three. It is one of the most basic and frequently used numbers in Mandarin Chinese.,number,三,san1,103,"Used in counting, dates, times, and quantities like 三个人 (three people) or 星期三 (Wednesday)",三,san1,逛,guang4,纷,fen1,挤,ji3,通,tong1,A
131,"Virtue, morality, or moral character; also refers to kindness and good conduct. Commonly used in formal contexts and appears in many compound words related to ethics and behavior.",noun,德,de2,103,"Found in words like 道德 (morality), 品德 (moral character), and country names like 德国 (Germany)",德,de2,肌,ji1,助,zhu4,喊,han3,页,ye4,A
132,Room or chamber; a formal term for an enclosed space within a building.,noun,室,shi4,101,"Commonly used in compound words like 教室 (classroom), 办公室 (office), 卧室 (bedroom)",室,shi4,算,suan4,实,shi2,舌,she2,串,chuan4,A
133,A type of wild vegetable or herb; commonly used as a phonetic component in transliterations of foreign names and places.,noun,莱,lai2,100,"Most frequently seen in words like 莱茵河 (Rhine River) and 蓬莱 (Penglai, a mythical place)",影,ying3,莱,lai2,寸,cun4,蜷,quan2,侮,wu3,B
134,West; the direction where the sun sets. Also used to refer to Western countries or things from the West.,noun,西,xi1,100,"Common in directional words like 西边 (west side), 东西 (east-west/things), and 西方 (the West/Western countries)",西,xi1,龙,long2,活,huo2,凌,ling2,谊,yi4,A
135,"To stand (in an upright position); a station or stop (for buses, trains, etc.)",verb/noun,站,zhan4,99,"As a verb: 站起来 (stand up). As a noun: 车站 (bus/train station), 地铁站 (subway station)",勋,xun1,搞,gao3,麦,mai4,站,zhan4,踱,duo2,D
136,"Letter (mail); to trust or believe. As a noun, it refers to written correspondence, and as a verb, it means to have faith or confidence in something or someone.",noun/verb,信,xin4,98,"Common in words like 信件 (letter/mail), 相信 (to believe), and 自信 (confidence)",钻,zuan1,信,xin4,邀,yao1,怀,huai2,咝,si1,B
137,"Prefix used before numbers to form ordinal numbers, similar to '-th' in English (first, second, third, etc.)",prefix,第,di4,94,"Used in phrases like 第一 (first), 第二 (second), 第三 (third)",杀,sha1,隧,sui4,查,cha2,第,di4,坟,fen2,D
138,"To tell, inform, or complain about something; to accuse or bring a lawsuit against someone.",verb,诉,su4,94,"Commonly seen in words like 告诉 (gàosu - to tell), 诉说 (sùshuō - to recount), and 起诉 (qǐsù - to sue)",谈,tan2,诉,su4,奴,nu2,挥,hui1,鸡,ji1,B
139,"Middle or center; also means 'in' or 'among' when indicating location or state. One of the most fundamental characters in Chinese, appearing in words like China (中国, literally 'Middle Kingdom').",noun/preposition,中,zhong1,93,"Used in 中国 (China), 中间 (middle), 中文 (Chinese language), 其中 (among them)",地,di4,中,zhong1,晃,huang3,护,hu4,崽,zai3,B
140,"A measure word meaning 'some' or 'a few', used to indicate an indefinite small quantity of something.",measure word,些,xie1,93,"Commonly appears after 这 (zhè) or 那 (nà) as in 这些 (these) and 那些 (those), or after verbs to mean 'a little bit'",里,li3,些,xie1,怖,bu4,绝,jue2,讶,ya4,B
141,"Too, excessively, or overly; used to indicate that something exceeds a normal or acceptable degree.",adverb,太,tai4,91,"Commonly placed before adjectives or verbs, as in 太好了 (too good/great!) or 太贵 (too expensive)",太,tai4,秒,miao3,憔,qiao2,唐,tang2,声,sheng1,A
142,Year; a period of 12 months or 365 days. Also refers to age or a specific year in time.,noun,年,nian2,91,"Common in expressions like 今年 (this year), 去年 (last year), 明年 (next year), and 三年 (three years)",下,xia4,年,nian2,极,ji2,捉,zhuo1,溜,liu1,B
143,"Special, particular, or exceptional; indicates something that stands out from the ordinary or has distinctive characteristics.",adjective,特,te4,91,Commonly used in words like 特别 (especially/special) and 特点 (characteristic/feature),茶,cha2,特,te4,播,bo1,掏,tao1,为,wei4,B
144,The color black; dark or without light.,adjective,黑,hei1,91,"Used to describe colors (黑色 - black color), darkness (天黑了 - it's getting dark), or as part of compound words",黑,hei1,构,gou4,卧,wo4,气,qi4,哝,nong2,A
145,"Real, true, or genuine; also used as an adverb meaning 'really' or 'truly' to emphasize a statement.",adjective/adverb,真,zhen1,90,Common in expressions like 真好 (really good) or 真的 (really/truly),扎,zha1,敏,min3,真,zhen1,草,cao3,歉,qian4,C
146,"A common Chinese surname, most famously associated with Deng Xiaoping, the former leader of China.",proper noun,邓,deng4,89,Primarily used as a family name in names like 邓小平 (Deng Xiaoping),被,bei4,洲,zhou1,维,wei2,邓,deng4,投,tou2,D
147,"A class, lesson, or course of study. Also used as a measure word for counting lessons or class periods.",noun,课,ke4,88,"Common in school contexts like 上课 (attend class), 汉语课 (Chinese class), or 第一课 (Lesson 1)",且,qie3,口,kou3,课,ke4,费,fei4,漠,mo4,C
148,"To hit, strike, or beat; also a versatile verb used in many common expressions meaning 'to do' or 'to make' (like打电话 make a phone call, 打球 play ball).",verb,打,da3,87,Extremely common in daily expressions and verb-object compounds,巧,qiao3,打,da3,爽,shuang3,疼,teng2,室,shi4,B
149,"To give, grant, or confer something (such as knowledge, authority, or a title) to someone; to teach or instruct.",verb,授,shou4,87,"Commonly seen in words like 教授 (professor), 授课 (to teach a class), and 授权 (to authorize)",授,shou4,瞧,qiao2,甸,dian1,邓,deng4,吉,ji2,A
150,To ask or inquire; to pose a question to someone.,verb,问,wen4,87,"Common in phrases like 问题 (question/problem) and 请问 (excuse me, may I ask)",钱,qian2,问,wen4,瞬,shun4,施,shi1,星,xing1,B
151,"Means 'correct', 'straight', or 'exactly/just' (in the process of doing something). Also indicates something is upright, proper, or precisely at a certain time or state.",adjective/adverb,正,zheng4,86,"Common in phrases like 正在 (zhengzai, in the process of), 正好 (zhenghao, just right), and 正确 (zhengque, correct)",竞,jing4,埋,mai2,次,ci4,正,zheng4,钻,zuan1,D
152,"To let, allow, or permit someone to do something; also means to yield or give way to someone.",verb,让,rang4,86,Commonly used in causative constructions like 让我看看 (let me see) or to express yielding as in 让座 (give up one's seat),恐,kong3,让,rang4,摩,mo2,罐,guan4,定,ding4,B
153,"Sea or ocean; a large body of salt water. Can also refer to something vast or numerous, like a sea of people.",noun,海,hai3,85,"Common in words like 上海 (Shanghai), 海洋 (ocean), 大海 (the sea)",肮,ang1,名,ming2,街,jie1,缩,suo1,海,hai3,E
154,To eat or consume food. Can also mean to have a meal or to live off something.,verb,吃,chi1,84,"Used in everyday contexts like 吃饭 (eat rice/have a meal), 吃早饭 (eat breakfast)",徽,hui1,低,di1,隆,long2,艳,yan4,吃,chi1,E
